	object_0	object_1	answer	labels	text	preds	prob: Neutral	prob: objekt1	prob: objekt2
1275	Windows 8	Windows XP	It's a shame you have to switch to a scaled display setting as when it was running at 1024×600 it looked better but at least the Metro apps work, Windows 8 actually works better on this Netbook than Windows 7 did and better than the original Windows XP install with all the crap that came pre-installed in it.	1	It's a shame you have to switch to a scaled display setting as when it was running at 1024×600 it looked better but at least the Metro apps work, [FIRST_ENTITY] actually works better on this Netbook than Windows 7 did and better than the original [SECOND_ENTITY] install with all the crap that came pre-installed in it.	1	0.022396449	0.9704197	0.0071837604
1276	Intel	Google	-Intel® Atom™ Processor N570 - 1.65GHz -2GB RAM / 16GB Solid State Drive -Google Chrome OS	0	-[FIRST_ENTITY]® Atom™ Processor N570 - 1.65GHz -2GB RAM / 16GB Solid State Drive -[SECOND_ENTITY] Chrome OS	0	0.9983272	0.00069762324	0.0009751762
1277	michigan	georgia	It was a little cooler here in michigan that it was in Florida and georgia, but in reality not all that bad for the time of year.	1	It was a little cooler here in [FIRST_ENTITY] that it was in Florida and [SECOND_ENTITY], but in reality not all that bad for the time of year.	1	0.15994503	0.82128817	0.018766733
1278	suv	minivan	Popular suv minivan Crossover Vehicles	0	Popular [FIRST_ENTITY] [SECOND_ENTITY] Crossover Vehicles	0	0.9986004	0.0005438466	0.0008557103
1279	Siemens	Nokia	Nowdays though it seems that SE is makeing better quality built phones followed closely by Moto and Siemens (love the SL55 BTW - just i need BT) and last and IMO least - Nokia.	1	Nowdays though it seems that SE is makeing better quality built phones followed closely by Moto and [FIRST_ENTITY] (love the SL55 BTW - just i need BT) and last and IMO least - [SECOND_ENTITY].	0	0.9737679	0.015166866	0.0110652475
1280	california	carolina	As always, some of the better represented states were Vermont, Texas, New York, california, North carolina, and Washington.	0	As always, some of the better represented states were Vermont, Texas, New York, [FIRST_ENTITY], North [SECOND_ENTITY], and Washington.	0	0.99799275	0.00088298647	0.0011242868
1281	Hewlett-Packard	Intel	High-tech presences in Colorado Springs include MCI Worldcom, Hewlett-Packard, Oracle, Compaq, and Intel.	0	High-tech presences in Colorado Springs include MCI Worldcom, [FIRST_ENTITY], Oracle, Compaq, and [SECOND_ENTITY].	0	0.9985837	0.000555065	0.0008612525
1282	ds	ps2	But those games are both available for ds and Wii as well, its just simply that we were able to get better deals on the ps2 versions.	2	But those games are both available for [FIRST_ENTITY] and Wii as well, its just simply that we were able to get better deals on the [SECOND_ENTITY] versions.	2	0.039844327	0.016785324	0.9433704
1283	Hewlett-Packard	Dell	Hewlett-Packard Co grew faster than leader Dell Inc, which again lost market share in the US.	1	[FIRST_ENTITY] Co grew faster than leader [SECOND_ENTITY] Inc, which again lost market share in the US.	1	0.019796977	0.97339433	0.0068087117
1284	pizza	sandwich	Customers who think they can do better can build their own pizza, or opt for a salad or panini sandwich.	0	Customers who think they can do better can build their own [FIRST_ENTITY], or opt for a salad or panini [SECOND_ENTITY].	0	0.99197996	0.004276914	0.0037431752
1285	Java	Scala	"Perhaps a Java solution is inferior, in a theoretical sense, to some Haskell code or Scala turbocharged with some macro magic, but what would it mean to choose the ""better""?"	2	"Perhaps a [FIRST_ENTITY] solution is inferior, in a theoretical sense, to some Haskell code or [SECOND_ENTITY] turbocharged with some macro magic, but what would it mean to choose the ""better""?"	2	0.012948108	0.009063444	0.9779885
1286	facebook	youtube	This video editing software also makes uploading projects to online sites such as facebook, Flickr, youtube and Vimeo a lot easier and faster.	0	This video editing software also makes uploading projects to online sites such as [FIRST_ENTITY], Flickr, [SECOND_ENTITY] and Vimeo a lot easier and faster.	0	0.99861777	0.0005339028	0.00084828114
1287	beer	soda	Fake Gun - beer & soda Bottle Can Drink Cooler Sleeve Wrap Holder	0	Fake Gun - [FIRST_ENTITY] & [SECOND_ENTITY] Bottle Can Drink Cooler Sleeve Wrap Holder	0	0.99862254	0.0005288794	0.00084854214
1288	Toyota	Nissan	You mention Toyota, these rust even WORSE than Nissan.	2	You mention [FIRST_ENTITY], these rust even WORSE than [SECOND_ENTITY].	2	0.011220142	0.010196155	0.97858363
1289	Apple TV	iOS	Did you update your Apple TV to iOS 4.2 (yeah, it says 4.1 sometimes, 4.2 others, let's consider it both) this week only to find you still had HDCP (high definition copy protection) problems, or worse, only to find you now had HDCP problems, maybe with Netflix in specific?	0	Did you update your [FIRST_ENTITY] to [SECOND_ENTITY] 4.2 (yeah, it says 4.1 sometimes, 4.2 others, let's consider it both) this week only to find you still had HDCP (high definition copy protection) problems, or worse, only to find you now had HDCP problems, maybe with Netflix in specific?	0	0.9942023	0.0030070348	0.0027906368
1290	BMW	Ford	An even better approach is compare the HH to a similarly priced Mercedes or BMW or Acura or Chevy or GM or Ford.	0	An even better approach is compare the HH to a similarly priced Mercedes or [FIRST_ENTITY] or Acura or Chevy or GM or [SECOND_ENTITY].	0	0.9960167	0.001971342	0.0020119646
1291	Ruby	Python	PHP is worse than Ruby On Rails, Python Django, X language Framework	0	PHP is worse than [FIRST_ENTITY] On Rails, [SECOND_ENTITY] Django, X language Framework	0	0.9985648	0.0005668052	0.00086837966
1292	Samsung	Toshiba	There is a lot of competition in this segment from other solid laptops like the Sony EB series, the Samsung R580, the Toshiba E205 and others.	0	There is a lot of competition in this segment from other solid laptops like the Sony EB series, the [FIRST_ENTITY] R580, the [SECOND_ENTITY] E205 and others.	0	0.998555	0.00057260244	0.00087244686
1293	birthday	wedding	With such great savings on romantic castle breaks, spoiling your loved one on her birthday, Valentine's Day or wedding anniversary just got a little easier.	0	With such great savings on romantic castle breaks, spoiling your loved one on her [FIRST_ENTITY], Valentine's Day or [SECOND_ENTITY] anniversary just got a little easier.	0	0.998544	0.0005785967	0.0008773616
1294	Ruby	PHP	And of course we did those benchmarks 2 and 3 years ago when Ruby was about 50% slower than PHP.	2	And of course we did those benchmarks 2 and 3 years ago when [FIRST_ENTITY] was about 50% slower than [SECOND_ENTITY].	2	0.009353133	0.009194385	0.9814525
1295	Java	Scala	I would kill to see good games written in Java or better yet, Scala or Clojure.	2	I would kill to see good games written in [FIRST_ENTITY] or better yet, [SECOND_ENTITY] or Clojure.	2	0.019915896	0.015593752	0.9644904
1296	CUDA	OpenCL	A GPGPU programmer will find this CUDA version a lot easier to use than OpenCL, so NVIDIA is doing a good job here.	1	A GPGPU programmer will find this [FIRST_ENTITY] version a lot easier to use than [SECOND_ENTITY], so NVIDIA is doing a good job here.	1	0.022899905	0.9698509	0.007249231
1297	sausage	bread	sausage Kale and White Bean Soup , Crusty bread I've made something similar before, but this was a new recipe, and I liked it better.	0	[FIRST_ENTITY] Kale and White Bean Soup , Crusty [SECOND_ENTITY] I've made something similar before, but this was a new recipe, and I liked it better.	0	0.9930034	0.003663333	0.003333218
1298	PHP	JavaScript	You can do form checking with PHP, but it is much easier to use JavaScript to check the form before posting.	2	You can do form checking with [FIRST_ENTITY], but it is much easier to use [SECOND_ENTITY] to check the form before posting.	2	0.009843948	0.008781324	0.98137474
1299	Lisp	Python	"Lisp, Smalltalk, Python, gosh, I could probably name 20 or 30 languages that are ""better"" than Perl, inasmuch as they don't look like that Sperm Whale that exploded in the streets of Taiwan over the summer."	0	"[FIRST_ENTITY], Smalltalk, [SECOND_ENTITY], gosh, I could probably name 20 or 30 languages that are ""better"" than Perl, inasmuch as they don't look like that Sperm Whale that exploded in the streets of Taiwan over the summer."	0	0.9983718	0.00067709	0.00095121673
1300	hockey	football	I've seen way worse shit in boxing, hockey, football, baseball, basketball, soccer, and other MMA fights.	0	I've seen way worse shit in boxing, [FIRST_ENTITY], [SECOND_ENTITY], baseball, basketball, soccer, and other MMA fights.	0	0.9985979	0.00054671516	0.00085531204
1301	potato	bread	And the potato bread was even better, guess those yeasties still loved you.	0	And the [FIRST_ENTITY] [SECOND_ENTITY] was even better, guess those yeasties still loved you.	0	0.99709165	0.001375032	0.0015333542
1302	Ruby	Python	You can't get faster compile-times than 0, which is where Ruby and Python are at.	0	You can't get faster compile-times than 0, which is where [FIRST_ENTITY] and [SECOND_ENTITY] are at.	0	0.9986198	0.0005323372	0.0008478203
1303	ds	psp	PS3, Wii, ds, psp.	0	PS3, Wii, [FIRST_ENTITY], [SECOND_ENTITY].	0	0.9986092	0.00053830375	0.0008524967
1304	Java	Scala	The real asset is the JVM which can accept a whole wodge of languages that are superior to Java (Scala and Groovy for starters).	0	The real asset is the JVM which can accept a whole wodge of languages that are superior to [FIRST_ENTITY] ([SECOND_ENTITY] and Groovy for starters).	0	0.9954104	0.002321493	0.0022681311
1305	Bluetooth	Ethernet	IP Phone 1150E leverages the IP Phone 1100 Series design and includes a high-resolution, backlit, graphical, grayscale pixel-based display, an integrated USB port for enhanced navigation and entry, integrated Bluetooth agent headset support and integrated Gigabit Ethernet to deliver superior performance and user experience.	0	IP Phone 1150E leverages the IP Phone 1100 Series design and includes a high-resolution, backlit, graphical, grayscale pixel-based display, an integrated USB port for enhanced navigation and entry, integrated [FIRST_ENTITY] agent headset support and integrated Gigabit [SECOND_ENTITY] to deliver superior performance and user experience.	0	0.9985241	0.0005895656	0.0008862921
1306	Microsoft	IBM	"OS/2 was technically superior, but Microsoft beat IBM through marketing and by tying its Office applications to Windows."""	1	"OS/2 was technically superior, but [FIRST_ENTITY] beat [SECOND_ENTITY] through marketing and by tying its Office applications to Windows."""	1	0.031288452	0.96009016	0.008621373
1307	Perl	PHP	That's much better out-of-the-box IPv6 support than Perl or PHP.	0	That's much better out-of-the-box IPv6 support than [FIRST_ENTITY] or [SECOND_ENTITY].	0	0.9985611	0.0005678194	0.0008710613
1308	suv	truck	New 780 suv truck Accessories make towing easier.	0	New 780 [FIRST_ENTITY] [SECOND_ENTITY] Accessories make towing easier.	0	0.99859196	0.00054906943	0.0008590616
1309	MySQL	PostgreSQL	Moving and replicating data from MySQL to PostgreSQL can't be easier than using our migration software.	0	Moving and replicating data from [FIRST_ENTITY] to [SECOND_ENTITY] can't be easier than using our migration software.	0	0.99834716	0.000687596	0.00096520124
1310	Windows XP	Windows 8	Unlike Windows 7, which provided Microsoft's large user base with an evolutionary path forward from Windows XP, with a look, feel and overall experience that was better - Windows 8 is a different beast.	1	Unlike Windows 7, which provided Microsoft's large user base with an evolutionary path forward from [FIRST_ENTITY], with a look, feel and overall experience that was better - [SECOND_ENTITY] is a different beast.	2	0.01151584	0.01139448	0.9770897
1311	Sigma	Nikon	It's likely we can buy a very good Sigma o Tamron lens in a new future but now a day Nikon lens manufacturing is very superior.	0	It's likely we can buy a very good [FIRST_ENTITY] o Tamron lens in a new future but now a day [SECOND_ENTITY] lens manufacturing is very superior.	2	0.011260334	0.008383102	0.9803565
1312	Microsoft	Amazon	It will help HP better compete with rivals such as IBM ( IBM ), Microsoft ( MSFT ), Google ( GOOG ) and Amazon ( AMZN ), all of which have incorporated cloud computing into their strategy .	0	It will help HP better compete with rivals such as IBM ( IBM ), [FIRST_ENTITY] ( MSFT ), Google ( GOOG ) and [SECOND_ENTITY] ( AMZN ), all of which have incorporated cloud computing into their strategy .	0	0.99851424	0.00059574697	0.00089005847
1313	ds	ps2	I honestly think you'd be much better saving some money and getting her a ds or ps2.	0	I honestly think you'd be much better saving some money and getting her a [FIRST_ENTITY] or [SECOND_ENTITY].	0	0.99857116	0.0005624816	0.0008663908
1314	IBM	Dell	In others, HP, IBM or Dell may be better choices.	0	In others, HP, [FIRST_ENTITY] or [SECOND_ENTITY] may be better choices.	0	0.9985952	0.00054877024	0.0008560368
1315	JavaScript	Ruby	In the more liberated languages, such as JavaScript and Ruby, there's decent object-oriented support, but it's not a requirement.	0	In the more liberated languages, such as [FIRST_ENTITY] and [SECOND_ENTITY], there's decent object-oriented support, but it's not a requirement.	0	0.9986137	0.00053606817	0.00085017324
1316	metal	stone	metal Gear Solid as told by Oliver stone, perhaps?	0	[FIRST_ENTITY] Gear Solid as told by Oliver [SECOND_ENTITY], perhaps?	0	0.9816907	0.01033267	0.007976679
1317	Java	Objective-C	"Those happy devs raising the roof at WWDC weren't just applauding the fact that Apple now has a trendy new ""ego language""   à la Go or even Java: for them Swift, promises to make their lives an awful lot easier - if they can be bothered to go pick up a new language after years using Objective-C, anyway."	0	"Those happy devs raising the roof at WWDC weren't just applauding the fact that Apple now has a trendy new ""ego language""   à la Go or even [FIRST_ENTITY]: for them Swift, promises to make their lives an awful lot easier - if they can be bothered to go pick up a new language after years using [SECOND_ENTITY], anyway."	0	0.9747556	0.015416329	0.009828125
1318	Samsung	Motorola	HTC, Samsung, Motorola, etc.)?	0	HTC, [FIRST_ENTITY], [SECOND_ENTITY], etc.)?	0	0.9985605	0.0005681891	0.0008713599
1319	harvard	dartmouth	harvard looks to have an easier time against Vermont, and hopes for another chance against dartmouth down the line.	0	[FIRST_ENTITY] looks to have an easier time against Vermont, and hopes for another chance against [SECOND_ENTITY] down the line.	0	0.6864908	0.16782527	0.14568394
1320	Toyota	Chevrolet	Green car: The official pick for this category was the Toyota Prius , which outscores the Chevrolet Volt , mainly thanks to better practicality.	1	Green car: The official pick for this category was the [FIRST_ENTITY] Prius , which outscores the [SECOND_ENTITY] Volt , mainly thanks to better practicality.	1	0.023234352	0.969456	0.0073095933
1321	Ethernet	Bluetooth	Network connectivity is restricted to slower 10/100 'Fast' Ethernet and Wireless-G Wi-Fi, as opposed to the Gigabit and Wireless-N Wi-Fi oft demanded these days, though Bluetooth is at least included.	0	Network connectivity is restricted to slower 10/100 'Fast' [FIRST_ENTITY] and Wireless-G Wi-Fi, as opposed to the Gigabit and Wireless-N Wi-Fi oft demanded these days, though [SECOND_ENTITY] is at least included.	0	0.96084076	0.028036045	0.01112316
1322	Bluetooth	Ethernet	... Cable, LAN, Bluetooth, Ethernet, Mobile Broadband Card, Data-Card, Dial -Up, 3G/4G, WiFi and many others with your friends, ... devices connected and the network usage like download/upload speed , transfer rates, etc., which makes it easier to ...	0	... Cable, LAN, [FIRST_ENTITY], [SECOND_ENTITY], Mobile Broadband Card, Data-Card, Dial -Up, 3G/4G, WiFi and many others with your friends, ... devices connected and the network usage like download/upload speed , transfer rates, etc., which makes it easier to ...	0	0.99861705	0.0005342049	0.0008488292
1323	BMW	Honda	The BMW and Honda both hold more than a 20-hp advantage, and run the quarter-mile better than the Kawi's 10.81 @ 129.6 mph byline, but the Kwakker just plain feels the rowdiest, most virile bike of the bunch.	0	The [FIRST_ENTITY] and [SECOND_ENTITY] both hold more than a 20-hp advantage, and run the quarter-mile better than the Kawi's 10.81 @ 129.6 mph byline, but the Kwakker just plain feels the rowdiest, most virile bike of the bunch.	0	0.9943914	0.0028960814	0.002712518
1324	Windows XP	Windows 98	Why did the Windows XP search tool have to be so much worse than the Windows 98 one?	2	Why did the [FIRST_ENTITY] search tool have to be so much worse than the [SECOND_ENTITY] one?	2	0.010106738	0.009048396	0.98084486
1325	ps2	ps3	( Grand Theft Auto: San Andreas , Kingdom Hearts , Metal Gear : Solid Snake , ps2 , ps3 , Sony )	0	( Grand Theft Auto: San Andreas , Kingdom Hearts , Metal Gear : Solid Snake , [FIRST_ENTITY] , [SECOND_ENTITY] , Sony )	0	0.9986211	0.0005309658	0.0008479807
1326	BMW	Ford	Vehicles used: 2006 BMW 325i 2006 Ford F-150 Super Cab 4x2 New tests show Washington's quarter is a safer measure.	0	Vehicles used: 2006 [FIRST_ENTITY] 325i 2006 [SECOND_ENTITY] F-150 Super Cab 4x2 New tests show Washington's quarter is a safer measure.	0	0.99837494	0.00067215785	0.0009528699
1327	rubber	wood	This Dresser Is Made From Solid rubber wood With Veneer.	0	This Dresser Is Made From Solid [FIRST_ENTITY] [SECOND_ENTITY] With Veneer.	0	0.9986003	0.00054332137	0.0008563837
1328	cider	beer	cider, generally, is slower then beer to develop flavors so don't rush it and you will enjoy the results.	2	[FIRST_ENTITY], generally, is slower then [SECOND_ENTITY] to develop flavors so don't rush it and you will enjoy the results.	2	0.009922432	0.009306771	0.98077077
1329	sausage	bread	1) Keep a stash of decent cheese, pickles, preserved sausage/meat, re-crisped bread and beer.	0	1) Keep a stash of decent cheese, pickles, preserved [FIRST_ENTITY]/meat, re-crisped [SECOND_ENTITY] and beer.	0	0.9982231	0.0007561938	0.0010206559
1330	carolina	georgia	And better yet, South carolina kept him away from georgia.	0	And better yet, South [FIRST_ENTITY] kept him away from [SECOND_ENTITY].	1	0.10319073	0.88051486	0.01629445
1331	Bluetooth	Ethernet	Some of the things you might find missing on PC hardware include lighted keys, newer/better version of Bluetooth, WiFi N, LED screen, multitouch trackpad, remote receiver, gigabit Ethernet, magnetic power connector, sudden motion sensor, ambient light sensor, web cam, metal housing, light weight and thin, compact power charger, etc. ... Most PC laptops will have some of that, few will have it all--especially if they're on the cheap end.	0	Some of the things you might find missing on PC hardware include lighted keys, newer/better version of [FIRST_ENTITY], WiFi N, LED screen, multitouch trackpad, remote receiver, gigabit [SECOND_ENTITY], magnetic power connector, sudden motion sensor, ambient light sensor, web cam, metal housing, light weight and thin, compact power charger, etc. ... Most PC laptops will have some of that, few will have it all--especially if they're on the cheap end.	0	0.99618644	0.0018864323	0.0019271009
1332	google	facebook	(Is It easier to beat a google than a facebook?)	0	(Is It easier to beat a [FIRST_ENTITY] than a [SECOND_ENTITY]?)	0	0.933468	0.03409887	0.03243326
1333	Renault	Nissan	The Renault Trafic (which is also available in South Africa as the Nissan Primastar and Opel Vivaro) couldn't do better than two stars.	0	The [FIRST_ENTITY] Trafic (which is also available in South Africa as the [SECOND_ENTITY] Primastar and Opel Vivaro) couldn't do better than two stars.	0	0.998264	0.00073436805	0.0010015848
1334	Ford	Chrysler	Ford, G.M., & Chrysler must have known that.	0	[FIRST_ENTITY], G.M., & [SECOND_ENTITY] must have known that.	0	0.9986111	0.00053705537	0.0008519278
1335	Ford	Toyota	Unlike Ford (and the MUCH WORSE) Toyota service departments, Lincoln seems to offer very good service here in the Sunbelt.	1	Unlike [FIRST_ENTITY] (and the MUCH WORSE) [SECOND_ENTITY] service departments, Lincoln seems to offer very good service here in the Sunbelt.	0	0.95734096	0.03236978	0.010289302
1336	Ibuprofen	Advil	In an almost unanimous decision (8-1), the Supreme Court ruled that a public school violated a 13-year-old student's 4th Amendment rights for executing a humiliating strip search with basically no evidence for something as silly as Ibuprofen, better know by its street name: Advil.	0	In an almost unanimous decision (8-1), the Supreme Court ruled that a public school violated a 13-year-old student's 4th Amendment rights for executing a humiliating strip search with basically no evidence for something as silly as [FIRST_ENTITY], better know by its street name: [SECOND_ENTITY].	0	0.9634642	0.023303697	0.013232128
1337	Toshiba	Samsung	And as someone who went from the Toshiba SSD to the OWC SSD (the same/faster than the Samsung one) you will most definitely not notice a speed difference at all.	1	And as someone who went from the [FIRST_ENTITY] SSD to the OWC SSD (the same/faster than the [SECOND_ENTITY] one) you will most definitely not notice a speed difference at all.	1	0.024764601	0.96768427	0.0075511592
1338	Oracle	MySQL	with Oracle and MySQL.	0	with [FIRST_ENTITY] and [SECOND_ENTITY].	0	0.99860066	0.0005420636	0.0008571942
1339	Python	Perl	c) One teacher of mine said to me that Python is far more better than Perl!?!?	1	c) One teacher of mine said to me that [FIRST_ENTITY] is far more better than [SECOND_ENTITY]!?!?	1	0.021956187	0.9709093	0.0071344925
1340	ps2	ps3	I doubt I'll ever agree that ps2 games are intrinsically worse than ps3 games.	2	I doubt I'll ever agree that [FIRST_ENTITY] games are intrinsically worse than [SECOND_ENTITY] games.	2	0.01104707	0.009295883	0.979657
1341	Chrysler	Toyota	It should have a solid front axle, if Jeep wants to retain buyers, but DaimlerBenz(there ain't Chrysler anymore) doesn't care a whit about you, the Jeep buyer, they want the Toyota/Honda/Nissan buyer.	0	It should have a solid front axle, if Jeep wants to retain buyers, but DaimlerBenz(there ain't [FIRST_ENTITY] anymore) doesn't care a whit about you, the Jeep buyer, they want the [SECOND_ENTITY]/Honda/Nissan buyer.	0	0.9731618	0.015536856	0.011301321
1342	Sony	Apple	Sony could start an important and interesting project with jolla os, such as windows with win phone xbox and pc, or better, like Apple or best of both.	0	[FIRST_ENTITY] could start an important and interesting project with jolla os, such as windows with win phone xbox and pc, or better, like [SECOND_ENTITY] or best of both.	0	0.53060347	0.29009104	0.17930554
1343	Sony	Microsoft	"To quote you ""Sony is doing much better than Microsoft"" Please elaborate."	1	"To quote you ""[FIRST_ENTITY] is doing much better than [SECOND_ENTITY]"" Please elaborate."	1	0.021169959	0.9718151	0.007014944
1344	Java	Python	Scratch 'run-time peformance' and there are the run-time slower OO languages like Java or Python (who are often programming-time faster!).	0	Scratch 'run-time peformance' and there are the run-time slower OO languages like [FIRST_ENTITY] or [SECOND_ENTITY] (who are often programming-time faster!).	0	0.99827635	0.0007268136	0.0009969191
1345	JavaScript	PHP	Extended Ajax support - Zend Framework's server-side support   for Ajax with action helpers to automate Ajax detection and responses now make programming using JavaScript & PHP much easier.	0	Extended Ajax support - Zend Framework's server-side support   for Ajax with action helpers to automate Ajax detection and responses now make programming using [FIRST_ENTITY] & [SECOND_ENTITY] much easier.	0	0.99862623	0.0005275256	0.00084633526
1346	carolina	georgia	He had a decent game against Florida, but completely disappeared against S. carolina, georgia and Alabama.	0	He had a decent game against Florida, but completely disappeared against S. [FIRST_ENTITY], [SECOND_ENTITY] and Alabama.	0	0.9985897	0.0005515464	0.0008587689
1347	iOS	Apple TV	Future iPhones, iPads, Mac & iOS Software -- ALL those Upgrades will keep adding to Apple's fire for YEARS to come, as the world transitions to a more Mobile Future, away from the mostly Windows!!! Apple TV, iTV, iPanel, or whatever Apple calls their Next Big Thing will be another Game Changer, which will get better with time!!!	0	Future iPhones, iPads, Mac & [FIRST_ENTITY] Software -- ALL those Upgrades will keep adding to Apple's fire for YEARS to come, as the world transitions to a more Mobile Future, away from the mostly Windows!!! [SECOND_ENTITY], iTV, iPanel, or whatever Apple calls their Next Big Thing will be another Game Changer, which will get better with time!!!	0	0.9648336	0.021316998	0.013849346
1348	Cadillac	Buick	Please Select BMW of Northwest Arkansas BMW of Tyler Cadillac OF BENTONVILLE Mercedes-Benz of Northwest Arkansas Superior Chevrolet Buick GMC of Siloam Springs Superior Chevrolet Conway Superior Collision Conway Superior Collision Rogers Superior Conway Group Superior Dodge Chrysler Jeep Ram Superior Dodge Chrysler Jeep Ram of Northwest Arkansas Superior Ford Superior Ford Inc Superior Hyundai Superior Kia Superior Mazda Superior Mitsubishi Superior Nissan Superior Nissan of Conway Superior Pre-Owned Superstore	0	Please Select BMW of Northwest Arkansas BMW of Tyler [FIRST_ENTITY] OF BENTONVILLE Mercedes-Benz of Northwest Arkansas Superior Chevrolet [SECOND_ENTITY] GMC of Siloam Springs Superior Chevrolet Conway Superior Collision Conway Superior Collision Rogers Superior Conway Group Superior Dodge Chrysler Jeep Ram Superior Dodge Chrysler Jeep Ram of Northwest Arkansas Superior Ford Superior Ford Inc Superior Hyundai Superior Kia Superior Mazda Superior Mitsubishi Superior Nissan Superior Nissan of Conway Superior Pre-Owned Superstore	0	0.99819845	0.00077030074	0.0010313303
1349	bread	sausage	After a first experiment making a decent Margarita and a better Millenium Falco (sauce, toasted bread crumbs, parmigiano, basil, red onion, sausage), I wanted to make something even better, something with the charred bubbles you see in the book's pictures.	0	After a first experiment making a decent Margarita and a better Millenium Falco (sauce, toasted [FIRST_ENTITY] crumbs, parmigiano, basil, red onion, [SECOND_ENTITY]), I wanted to make something even better, something with the charred bubbles you see in the book's pictures.	0	0.9985727	0.00056175364	0.0008654747
1350	Smalltalk	Java	It's funny--I love it when doing Smalltalk, not so much when coding Java .	1	It's funny--I love it when doing [FIRST_ENTITY], not so much when coding [SECOND_ENTITY] .	1	0.046357784	0.9429486	0.010693631
1351	Oracle	PostgreSQL	On the database connectivity side there is currently native support for: mSQL1, mSQL2, MySQL, Sybase, Oracle, PostgreSQL, Illustra, FileProPlus, Solid, Adabas D, and the various Unix dbm implementations.	0	On the database connectivity side there is currently native support for: mSQL1, mSQL2, MySQL, Sybase, [FIRST_ENTITY], [SECOND_ENTITY], Illustra, FileProPlus, Solid, Adabas D, and the various Unix dbm implementations.	0	0.99862134	0.00053059874	0.00084805046
1352	holiday	wedding	Tis the season and what better way to kick off my annal holiday inspiration advent calendar  than with a winter woodland wedding!	0	Tis the season and what better way to kick off my annal [FIRST_ENTITY] inspiration advent calendar  than with a winter woodland [SECOND_ENTITY]!	0	0.96841997	0.018432032	0.013147996
1353	JavaScript	PHP	Similarly if you are talking client side processing JavaScript is much faster since PHP doesn't run at all.	1	Similarly if you are talking client side processing [FIRST_ENTITY] is much faster since [SECOND_ENTITY] doesn't run at all.	1	0.02284168	0.96986324	0.007295048
1354	Apple	IBM	"It's just Apple trying to get better terms/service from IBM (think Dell's ""talks"" with AMD)"	0	"It's just [FIRST_ENTITY] trying to get better terms/service from [SECOND_ENTITY] (think Dell's ""talks"" with AMD)"	0	0.99207604	0.0042252042	0.0036987653
1355	google	amazon	Compared to google Music or amazon Cloud , it's a little bit better, but not amazingly superior.	0	Compared to [FIRST_ENTITY] Music or [SECOND_ENTITY] Cloud , it's a little bit better, but not amazingly superior.	0	0.9985617	0.00056816154	0.0008702012
1356	Ethernet	USB	(Printers connected via Ethernet have widely varying bandwidth, but sometimes perform even worse than USB.)	2	(Printers connected via [FIRST_ENTITY] have widely varying bandwidth, but sometimes perform even worse than [SECOND_ENTITY].)	2	0.009201621	0.009340323	0.981458
1357	PHP	Java	Also decent with PHP, CodeIgniter, Kohana and Java.	0	Also decent with [FIRST_ENTITY], CodeIgniter, Kohana and [SECOND_ENTITY].	0	0.9985837	0.0005529471	0.0008634116
1358	google	youtube	google music or youtube music sound way better IMO.	0	[FIRST_ENTITY] music or [SECOND_ENTITY] music sound way better IMO.	0	0.99858993	0.00055047666	0.0008596401
1359	Asus	Gigabyte	"Asus or Gigabyte get my ""main-rig"" business these days."	0	"[FIRST_ENTITY] or [SECOND_ENTITY] get my ""main-rig"" business these days."	0	0.9986154	0.00053396315	0.0008507201
1360	stanford	mit	And when you're done with Global Geopolitics (stanford) and Intro to Solid State Chemistry (mit), Open Culture's ready to suggest some lighter material too.	0	And when you're done with Global Geopolitics ([FIRST_ENTITY]) and Intro to Solid State Chemistry ([SECOND_ENTITY]), Open Culture's ready to suggest some lighter material too.	0	0.9950977	0.0024952833	0.002406993
1361	Coca-Cola	Pepsi	Although companies such as Coca-Cola ( KO ), Pepsi ( PEP ), and Dr Pepper Snapple ( DPS ) are trying to tap into faster growing beverage markets like sports drinks and juices, soda still represents 25% of the U.S. market.	0	Although companies such as [FIRST_ENTITY] ( KO ), [SECOND_ENTITY] ( PEP ), and Dr Pepper Snapple ( DPS ) are trying to tap into faster growing beverage markets like sports drinks and juices, soda still represents 25% of the U.S. market.	0	0.99848396	0.0006117922	0.00090431125
1362	football	golf	Other fundraisers for the football team include the annual golf outing and the 3 on 3 Superior Shootout basketball tournament.	0	Other fundraisers for the [FIRST_ENTITY] team include the annual [SECOND_ENTITY] outing and the 3 on 3 Superior Shootout basketball tournament.	0	0.99761176	0.001094423	0.0012938379
1363	Intel	Apple	If so, should the Intel/Apple deal come to pass, ARMH will disappear off most radars faster than Amelia Earhart.	0	If so, should the [FIRST_ENTITY]/[SECOND_ENTITY] deal come to pass, ARMH will disappear off most radars faster than Amelia Earhart.	0	0.9985964	0.0005464738	0.00085706054
1364	Honda	Ford	Among the 12 models that did better than industry average, Nissan, Honda, Ford and Volkswagen each had two; Dodge, Subaru, Mazda and Hyundai had one each.	0	Among the 12 models that did better than industry average, Nissan, [FIRST_ENTITY], [SECOND_ENTITY] and Volkswagen each had two; Dodge, Subaru, Mazda and Hyundai had one each.	0	0.9985928	0.00054958125	0.0008575954
