labels	answer	Object1	Object2	CommonObj	Aspect	text
0	Детхаджиеву; лучшим спортсменам: александре меньщиковой (художественная гимнастика), антону руденку (бокс), мартину мартюченко (футбол), ивану углицких (баскетбол), анастасии репиной (борьба на поясах), александру токареву (грекоримская борьба).	баскетбол	футбол			Детхаджиеву; лучшим спортсменам: александре меньщиковой (художественная гимнастика), антону руденку (бокс), мартину мартюченко ([SECOND_ENTITY]), ивану углицких ([FIRST_ENTITY]), анастасии репиной (борьба на поясах), александру токареву (грекоримская борьба).
2	Но она все еще смешнее всех своих последователей ни губкабоб ни симпсоны ни гриффины не смогли переплюнуть флинтстоунов в кринжовости.	гриффин	симпсон			Но она все еще смешнее всех своих последователей ни губкабоб ни [SECOND_ENTITY] ни [FIRST_ENTITY] не смогли переплюнуть флинтстоунов в кринжовости.
0	Ускорение метаболизма и улучшение пищеварения сравнивая сушёный лук с другими вариантами его приготовления (жарка, запекание), можно отметить, что он является наиболее полезным продуктом после свежего овоща.	запека	жар		полезн	Ускорение метаболизма и улучшение пищеварения сравнивая сушёный лук с другими вариантами его приготовления ([SECOND_ENTITY], [FIRST_ENTITY]), можно отметить, что он является наиболее полезным продуктом после свежего овоща.
0	(фото из инстаграма кейли куоко aka пенни) в инстаграме есть все лучшие люди, от саши грей до гомера симпсона и питера гриффина.	гриффин	симпсон			(фото из инстаграма кейли куоко aka пенни) в инстаграме есть все лучшие люди, от саши грей до гомера [SECOND_ENTITY] и питера [FIRST_ENTITY].
0	И лучше пользоваться при этом кистью или спонжем — так тон ляжет ровнее и будет дольше держаться.	кист	спонж			И лучше пользоваться при этом [FIRST_ENTITY] или [SECOND_ENTITY] — так тон ляжет ровнее и будет дольше держаться.
0	Когда дело доходит до сварки тонких металлических листов, mig и tig – лучший вариант.оба они отлично работают практически со всеми типами материалов.	mig	tig		сварк	Когда дело доходит до сварки тонких металлических листов, [FIRST_ENTITY] и [SECOND_ENTITY] – лучший вариант.оба они отлично работают практически со всеми типами материалов.
2	Sony в конце года выпустит две версии playstation 5 вторая версия приставки получит производительность на уровне нового xbox, но не исключено что консоль будет даже мощнее....	Xbox	PlayStation			Sony в конце года выпустит две версии [SECOND_ENTITY] 5 вторая версия приставки получит производительность на уровне нового [FIRST_ENTITY], но не исключено что консоль будет даже мощнее....
0	Как сделать это правильно? ... для поисковых систем - это методы, направленные на улучшение позиционирования ваших страниц в поисковых системах, таких как google, bing, yahoo и других.	Google	Yahoo		поиск	Как сделать это правильно? ... для поисковых систем - это методы, направленные на улучшение позиционирования ваших страниц в поисковых системах, таких как [FIRST_ENTITY], bing, [SECOND_ENTITY] и других.
0	Oneplus 5 по-прежнему отличный смартфон за свои деньги: это дешевле, чем samsung galaxy s8 за 725 долларов или iphone с google pixel.	google, pixel	iphone, 7			Oneplus 5 по-прежнему отличный смартфон за свои деньги: это дешевле, чем samsung galaxy s8 за 725 долларов или [SECOND_ENTITY] с [FIRST_ENTITY].
0	Остается вопрос, что же лучше использовать: тампоны или прокладки.	тампон	прокладк			Остается вопрос, что же лучше использовать: [FIRST_ENTITY] или [SECOND_ENTITY].
0	Что может быть лучше, чем вечером после работы или утром в выходные, взять палки и в компании единомышленников пойти тренироваться, исследовать неизвестные маршруты», – людмила горина, сотрудник пао «нлмк».	утр	вечер		тренирова	Что может быть лучше, чем [SECOND_ENTITY] после работы или [FIRST_ENTITY] в выходные, взять палки и в компании единомышленников пойти тренироваться, исследовать неизвестные маршруты», – людмила горина, сотрудник пао «нлмк».
0	Из серии — «почему не все пользуются linux, не смотря на то, что он лучше (как минимум в технической части) чем ms windows?»;	windows	linux			Из серии — «почему не все пользуются [SECOND_ENTITY], не смотря на то, что он лучше (как минимум в технической части) чем ms [FIRST_ENTITY]?»;
3	Будет лучше заменить содержащие кофеин напитки на чай из ромашки или мяты.	коф	ча		кофеин	Будет лучше заменить содержащие [FIRST_ENTITY] напитки на [SECOND_ENTITY] из ромашки или мяты.
0	Носите легкую и свободную одежду, стелите легкое постельное белье, чаще принимайте прохладный душ или ванну и регулярно пейте воду, но только не подслащенные и не алкогольные и не содержащие кофеин напитки.	коф	ча		кофеин	Носите легкую и свободную одежду, стелите легкое постельное белье, [SECOND_ENTITY] принимайте прохладный душ или ванну и регулярно пейте воду, но только не подслащенные и не алкогольные и не содержащие [FIRST_ENTITY] напитки.
0	Genymotion genymotion – это один из самых популярных эмуляторов android, доступных в linux (кстати, он также доступен в windows и macos), который вы можете попробовать, и на сегодняшний день он один из лучших.	windows	linux			Genymotion genymotion – это один из самых популярных эмуляторов android, доступных в [SECOND_ENTITY] (кстати, он также доступен в [FIRST_ENTITY] и macos), который вы можете попробовать, и на сегодняшний день он один из лучших.
0	Мне неважно, сравнивали ли вы с животными всех подряд, или конкретных участников (второе же хуже, нет? это же прямые оскорбления конкретных людей).	люд	животн			Мне неважно, сравнивали ли вы с [SECOND_ENTITY] всех подряд, или конкретных участников (второе же хуже, нет? это же прямые оскорбления конкретных [FIRST_ENTITY]).
0	А все из-за неправильного очищения спонжей и кисточек!	кист	спонж			А все из-за неправильного очищения [SECOND_ENTITY] и [FIRST_ENTITY]!
0	Включите в оптимизация сайта seo флорианополис ... оптимизации ) - это методика улучшения видимости сайта в поисковых системах (google, yahoo, bing и т.	Google	Yahoo		поиск	Включите в оптимизация сайта seo флорианополис ... оптимизации ) - это методика улучшения видимости сайта в поисковых системах ([FIRST_ENTITY], [SECOND_ENTITY], bing и т.
2	И действительно, способность аспирина сбивать температуру в разы сильнее, чем у парацетамола и ибупрофена.	ибупрофен	аспирин		температур	И действительно, способность [SECOND_ENTITY] сбивать температуру в разы сильнее, чем у парацетамола и [FIRST_ENTITY].
0	Платформа лучше всего работает с последней версией chrome, edge, firefox, internet explorer или safari.	Internet, Explorer	Firefox			Платформа лучше всего работает с последней версией chrome, edge, [SECOND_ENTITY], [FIRST_ENTITY] или safari.
0	Лайк автору 0 рекомендуем по теме про подключение к интернету какой интернет лучше выбрать для дачи: проводной, беспроводной интернет и современные устройства разнообразят любой отдых.	проводн	беспроводн		интернет	Лайк автору 0 рекомендуем по теме про подключение к интернету какой интернет лучше выбрать для дачи: [FIRST_ENTITY], [SECOND_ENTITY] интернет и современные устройства разнообразят любой отдых.
0	Является единственной в россии организацией с уникальными компетенциями в части выполнения периодического то новейших воздушных судов airbus a350, а также выполнения тяжелых форм обслуживания самолетов boeing 747 и boeing 777.	Boeing	Airbus	самолет		Является единственной в россии организацией с уникальными компетенциями в части выполнения периодического то новейших воздушных судов [SECOND_ENTITY] a350, а также выполнения тяжелых форм обслуживания самолетов [FIRST_ENTITY] 747 и [FIRST_ENTITY] 777.
0	Авиакомпания thai airways international летает только на современнейших моделях самолетов — airbus и boeing.	Boeing	Airbus	самолет		Авиакомпания thai airways international летает только на современнейших моделях самолетов — [SECOND_ENTITY] и [FIRST_ENTITY].
0	Разработке компании «иркут», лайнеру мс-21, придется труднее всех: такие среднемагистральные самолеты на 150 - 220 кресел сейчас самые популярные, и эту нишу прочно заняли гиганты airbus а-320 и boeing-737.	Boeing	Airbus	самолет		Разработке компании «иркут», лайнеру мс-21, придется труднее всех: такие среднемагистральные самолеты на 150 - 220 кресел сейчас самые популярные, и эту нишу прочно заняли гиганты [SECOND_ENTITY] а-320 и [FIRST_ENTITY]-737.
2	За счет этого собаки видят ночью и в сумерках намного лучше, чем люди: когда для нас предметы сливаются с темнотой, наши питомцы четко видят каждый из них и отлично ориентируются на местности.	собак	люд			За счет этого [FIRST_ENTITY] видят ночью и в сумерках намного лучше, чем [SECOND_ENTITY]: когда для нас предметы сливаются с темнотой, наши питомцы четко видят каждый из них и отлично ориентируются на местности.
0	29 июня она также появится на playstation 4 pro и xbox one x с улучшенной графикой.	Xbox	PlayStation			29 июня она также появится на [SECOND_ENTITY] 4 pro и [FIRST_ENTITY] one x с улучшенной графикой.
0	Выбирая лампочки для точечного освещения, лучше использовать лампы накаливания, светодиодные, галогенные, люминесцентные.	накаливан	люминесцентн	лампочк		Выбирая лампочки для точечного освещения, лучше использовать лампы [FIRST_ENTITY], светодиодные, галогенные, [SECOND_ENTITY].
0	Чем лучше наносить сс-крем – пальцами, кистью или спонжем?	кист	спонж			Чем лучше наносить сс-крем – пальцами, [FIRST_ENTITY] или [SECOND_ENTITY]?
0	Их уникальная структура позволит вам наслаждаться лучшими сторонами чемоданов сразу обоих видов: защитой вещей, которая характерна для жестких чемоданов и эластичностью упаковки мягкого багажа.	жестк	мягк	чемодан		Их уникальная структура позволит вам наслаждаться лучшими сторонами чемоданов сразу обоих видов: защитой вещей, которая характерна для [FIRST_ENTITY] чемоданов и эластичностью упаковки [SECOND_ENTITY] багажа.
0	На очищенное и увлажненное лицо с помощью спонжа или специальной кисти нанести тональный крем, аккуратно и равномерно растушевать, чтобы не было видно границ.	кист	спонж			На очищенное и увлажненное лицо с помощью [SECOND_ENTITY] или специальной [FIRST_ENTITY] нанести тональный крем, аккуратно и равномерно растушевать, чтобы не было видно границ.
3	Крены кузова в виражах более выражены, а сама подвеска ощущается менее собранной, хотя сказать, что audi мягче bmw, нельзя.	BMW	Audi			Крены кузова в виражах более выражены, а сама подвеска ощущается менее собранной, хотя сказать, что [SECOND_ENTITY] мягче [FIRST_ENTITY], нельзя.
0	Если сразу не получается, лучше подождать и какое-то время использовать прокладки, чтобы девушка привыкла к менструации и разобралась, как пользоваться тампонами, постепенно.	тампон	прокладк			Если сразу не получается, лучше подождать и какое-то время использовать [SECOND_ENTITY], чтобы девушка привыкла к менструации и разобралась, как пользоваться [FIRST_ENTITY], постепенно.
2	Купить аппарат для ручной лазерной сварки металла от официального представителя компании ipg photonics высокая скорость сварки и качество сварного шва ручная лазерная сварка до 4х раз быстрее tig, и до 1, 5 раз быстрее mig сварки.	mig	tig		сварк	Купить аппарат для ручной лазерной сварки металла от официального представителя компании ipg photonics высокая скорость сварки и качество сварного шва ручная лазерная сварка до 4х раз быстрее [SECOND_ENTITY], и до 1, 5 раз быстрее [FIRST_ENTITY] сварки.
3	При лазерной эпиляции зоны бикини во время менструации в гигиенических целях лучше пользоваться не прокладками, а тампонами.	тампон	прокладк			При лазерной эпиляции зоны бикини во время менструации в гигиенических целях лучше пользоваться не [SECOND_ENTITY], а [FIRST_ENTITY].
0	На сноуборд легче встать, но сложнее научиться ездить хорошо, на лыжи наоборот – сложнее встать, но нормально поедете вы быстрее.	лыж	сноуборд		сложн	На [SECOND_ENTITY] легче встать, но сложнее научиться ездить хорошо, на [FIRST_ENTITY] наоборот – сложнее встать, но нормально поедете вы быстрее.
0	Письменный этап тестирования и часть устного задания приближены к стандартам международных экзаменов toefl и ielts.	IELTS	TOEFL			Письменный этап тестирования и часть устного задания приближены к стандартам международных экзаменов [SECOND_ENTITY] и [FIRST_ENTITY].
2	При нанесении краски спонжем трещины получаются более естественные, а при нанесении кистью — более геометрические.спонжем наносить краску проще, она ложится ровнее и без подтеков.	кист	спонж			При нанесении краски [SECOND_ENTITY] трещины получаются более естественные, а при нанесении [FIRST_ENTITY] — более геометрические.[SECOND_ENTITY] наносить краску проще, она ложится ровнее и без подтеков.
0	Среди программ – общий английский для детей и взрослых, бизнес- и профессиональный английский, английский для преподавателей, подготовка к ielts, toefl, toeic, кембриджским экзаменам всех уровней и к обучению в зарубежной школе.	IELTS	TOEFL			Среди программ – общий английский для детей и взрослых, бизнес- и профессиональный английский, английский для преподавателей, подготовка к [FIRST_ENTITY], [SECOND_ENTITY], toeic, кембриджским экзаменам всех уровней и к обучению в зарубежной школе.
3	А помогает даже лучше, чем для людей (наверное, потому что приспособлено под более толстую кожу животного) .	люд	животн			А помогает даже лучше, чем для [FIRST_ENTITY] (наверное, потому что приспособлено под более толстую кожу [SECOND_ENTITY]) .
0	В отличии от самолета boeing business jet, airbus a319cj создавался с минимальными конструктивными изменениями в конструкции самолета, что позволяет фирме airbus гибче подходить к заказам покупателей.	Boeing	Airbus	самолет		В отличии от самолета [FIRST_ENTITY] business jet, [SECOND_ENTITY] a319cj создавался с минимальными конструктивными изменениями в конструкции самолета, что позволяет фирме [SECOND_ENTITY] гибче подходить к заказам покупателей.
0	Наносить консилер-камуфляж проще всего идущей в комплекте кистью, а вот растушевывать лучше подушечками пальцев похлопывающими вбивающими движениями, либо аккуратно использовать спонж.	кист	спонж			Наносить консилер-камуфляж проще всего идущей в комплекте [FIRST_ENTITY], а вот растушевывать лучше подушечками пальцев похлопывающими вбивающими движениями, либо аккуратно использовать [SECOND_ENTITY].
0	Во время беременности лучше избегать курения и употребления алкоголя, не превышать потребление кофеина более 100 мг в сутки (4–5 чашек кофе).	коф	ча		кофеин	Во время беременности лучше избегать курения и употребления алкоголя, не превышать потребление [FIRST_ENTITY] более 100 мг в сутки (4–5 [SECOND_ENTITY] [FIRST_ENTITY]).
2	Дистрибутивами gnu-linux всё-таки приятнее пользоваться, несмотря на некоторые проблемы ( иногда проблемы доводят до «белого каления») , чем проприетарной windows ( безропотно вылолнять поставленные условия) .	windows	linux			Дистрибутивами gnu-[SECOND_ENTITY] всё-таки приятнее пользоваться, несмотря на некоторые проблемы ( иногда проблемы доводят до «белого каления») , чем проприетарной [FIRST_ENTITY] ( безропотно вылолнять поставленные условия) .
2	Aliexpress круче facebook, а microsoft круче google: названы самые ценные мировые бренды 2020 специалисты компании brandz поделились очередным традиционным рейтингом самых ценных мировых брендов.	microsoft	Google			Aliexpress круче facebook, а [FIRST_ENTITY] круче [SECOND_ENTITY]: названы самые ценные мировые бренды 2020 специалисты компании brandz поделились очередным традиционным рейтингом самых ценных мировых брендов.
3	Почему сварка tig сложнее, чем сварка mig?	mig	tig		сварк	Почему сварка [SECOND_ENTITY] сложнее, чем сварка [FIRST_ENTITY]?
0	Я успешно сдал экзамен cpe, который значительно сложнее ielts/toefl, на grade a.	IELTS	TOEFL			Я успешно сдал экзамен cpe, который значительно сложнее [FIRST_ENTITY]/[SECOND_ENTITY], на grade a.
0	Здесь можно скачать новейшую версию google chrome/internet explorer/mozilla firefox на этом сайте используются файлы cookie.	Internet, Explorer	Firefox			Здесь можно скачать новейшую версию google chrome/[FIRST_ENTITY]/mozilla [SECOND_ENTITY] на этом сайте используются файлы cookie.
0	Xbox one sad против ps4: что лучше?	ps4	xbox, one			[SECOND_ENTITY] sad против [FIRST_ENTITY]: что лучше?
0	На осень 2017 года уже продано более 1500 единиц boeing 777, но конкуренция с airbus заставляет непрерывно вносить улучшения и изменения в модификации самолета.	Boeing	Airbus	самолет		На осень 2017 года уже продано более 1500 единиц [FIRST_ENTITY] 777, но конкуренция с [SECOND_ENTITY] заставляет непрерывно вносить улучшения и изменения в модификации самолета.
0	Для подачи документов через интернет лучше использовать браузеры: firefox, google chrome, internet explorer (windows) версии 9.0 и выше.	Internet, Explorer	Firefox			Для подачи документов через интернет лучше использовать браузеры: [SECOND_ENTITY], google chrome, [FIRST_ENTITY] (windows) версии 9.0 и выше.
2	Как рассказывает piston heads, тойота приус стоит на $16 млн. дешевле, чем малолитражный форд, а смешанная хонда на $8 млн.	форд	тойот			Как рассказывает piston heads, [SECOND_ENTITY] приус стоит на $16 млн. дешевле, чем малолитражный [FIRST_ENTITY], а смешанная хонда на $8 млн.
0	Применение: после очищения кожи и выполнения всех этапов ухода нанесите и распределите тональный крем любым удобным способом (кончиками пальцев, кисточкой, спонжем).	кист	спонж			Применение: после очищения кожи и выполнения всех этапов ухода нанесите и распределите тональный крем любым удобным способом (кончиками пальцев, [FIRST_ENTITY], [SECOND_ENTITY]).
3	Microsoft признает проблемы с производительностью xbox series x и s microsoft признала проблемы с производительностью в некоторых играх для xbox series x и s, которые лучше работают на playstation 5.	Xbox	PlayStation			Microsoft признает проблемы с производительностью [FIRST_ENTITY] series x и s microsoft признала проблемы с производительностью в некоторых играх для [FIRST_ENTITY] series x и s, которые лучше работают на [SECOND_ENTITY] 5.
3	Вместо гигиенических тампонов при менструациях лучше применять прокладки.	тампон	прокладк			Вместо гигиенических [FIRST_ENTITY] при менструациях лучше применять [SECOND_ENTITY].
0	Что попробовать вместо: «при головной боли я бы порекомендовал комбинации парацетамола и кодеина с кофеином - или принимать их с чашкой кофе или чая, чтобы активные ингредиенты работали быстрее», - говорит г-н даджани.	коф	ча		кофеин	Что попробовать вместо: «при головной боли я бы порекомендовал комбинации парацетамола и кодеина с [FIRST_ENTITY] - или принимать их с [SECOND_ENTITY] [FIRST_ENTITY] или [SECOND_ENTITY], чтобы активные ингредиенты работали быстрее», - говорит г-н даджани.
2	Также готовка в электрической духовке намного доступнее для новичка, чтобы блюдо или выпечка равномерно пропеклись, не подгорели, можно использовать разные режимы, чего нет в газовой плите.	газов	электрическ	духовк	выпечк	Также готовка в [SECOND_ENTITY] духовке намного доступнее для новичка, чтобы блюдо или выпечка равномерно пропеклись, не подгорели, можно использовать разные режимы, чего нет в [FIRST_ENTITY] плите.
2	Если мастерство имеет первостепенное значение, тогда тонкость сварки tig может быть подходящей, но если скорость и эффективность являются приоритетом, тогда сварка mig может быть лучшим процессом.	mig	tig		сварк	Если мастерство имеет первостепенное значение, тогда тонкость сварки [SECOND_ENTITY] может быть подходящей, но если скорость и эффективность являются приоритетом, тогда сварка [FIRST_ENTITY] может быть лучшим процессом.
0	Способ применения после очищения кожи и выполнения этапов ухода нанести увлажняющий крем-флюид на лицо любым удобным способом (подушечками пальцев, кистью, спонжем).	кист	спонж			Способ применения после очищения кожи и выполнения этапов ухода нанести увлажняющий крем-флюид на лицо любым удобным способом (подушечками пальцев, [FIRST_ENTITY], [SECOND_ENTITY]).
0	Что лучше: тампоны или прокладки?	тампон	прокладк			Что лучше: [FIRST_ENTITY] или [SECOND_ENTITY]?
0	Жидкое средство лучше наносить спонжем или бьюти-блендером, в то время как кремообразный корректор – кистью или пальцами.	кист	спонж			Жидкое средство лучше наносить [SECOND_ENTITY] или бьюти-блендером, в то время как кремообразный корректор – [FIRST_ENTITY] или пальцами.
0	Автомобиль располагается между кроссоверами hr-v и pilot в модельном ряду японской компании, а ближайшими конкурентами cr-v являются тойота рав4, форд куга, шевроле каптива, митсубиси аутлендер и другие представители сегмента suv.	форд	тойот			Автомобиль располагается между кроссоверами hr-v и pilot в модельном ряду японской компании, а ближайшими конкурентами cr-v являются [SECOND_ENTITY] рав4, [FIRST_ENTITY] куга, шевроле каптива, митсубиси аутлендер и другие представители сегмента suv.
0	И часто люди путают модификации и улучшения всё этих трёх инстинктов с развитостью и отличительностью от животных.	люд	животн			И часто [FIRST_ENTITY] путают модификации и улучшения всё этих трёх инстинктов с развитостью и отличительностью от [SECOND_ENTITY].
2	Гладкий тротуар также безопаснее для колясок, молодых велосипедистов и скейтбордистов.	скейтборд	велосипед			Гладкий тротуар также безопаснее для колясок, молодых [SECOND_ENTITY] и [FIRST_ENTITY].
2	В любом случае, запекать гораздо полезнее, чем жарить, но не менее вкусно.	запека	жар		полезн	В любом случае, [FIRST_ENTITY] гораздо полезнее, чем [SECOND_ENTITY], но не менее вкусно.
2	Меньшая нагрузка и требования мы уже писали о том, что поступить в колледж легче, чем в университет.	колледж	университет		нагрузк	Меньшая нагрузка и требования мы уже писали о том, что поступить в [FIRST_ENTITY] легче, чем в [SECOND_ENTITY].
0	Тем не менее, независимо от породы, собака, которая в детстве была подвержена воздействию множества людей разных типов, возрастов, размеров и форм, будет лучше реагировать на незнакомцев во взрослом возрасте.	собак	люд			Тем не менее, независимо от породы, [FIRST_ENTITY], которая в детстве была подвержена воздействию множества [SECOND_ENTITY] разных типов, возрастов, размеров и форм, будет лучше реагировать на незнакомцев во взрослом возрасте.
0	Укусы каракурта опасны для людей и домашних животных – яд самки в 3 раза сильнее яда гремучей змеи.	люд	животн			Укусы каракурта опасны для [FIRST_ENTITY] и домашних [SECOND_ENTITY] – яд самки в 3 раза сильнее яда гремучей змеи.
2	При этом в 2000–2020 годах рф сокращала эмиссию со2 быстрее многих — в среднем на 2, 7% в год (большие темпы были только у китая, сша и великобритании) против 1, 5% среднемировых.	сша	кита		больш	При этом в 2000–2020 годах рф сокращала эмиссию со2 быстрее многих — в среднем на 2, 7% в год (большие темпы были только у [SECOND_ENTITY], [FIRST_ENTITY] и великобритании) против 1, 5% среднемировых.
0	Персонаж реагирует намного быстрее, чем на xbox one или playstation 4.	Xbox	PlayStation			Персонаж реагирует намного быстрее, чем на [FIRST_ENTITY] one или [SECOND_ENTITY] 4.
0	Он располагается горизонтально под потолком или на стене ближе к полу, подает струю охлажденного воздуха вдоль потолка или стены, исключая ее попадание на людей, комнатные растения и домашних животных.	люд	животн			Он располагается горизонтально под потолком или на стене ближе к полу, подает струю охлажденного воздуха вдоль потолка или стены, исключая ее попадание на [FIRST_ENTITY], комнатные растения и домашних [SECOND_ENTITY].
2	Ставки на исход событий в лайве лучше сработают в футболе, чем в гандболе, хоккее или баскетболе.	баскетбол	футбол			Ставки на исход событий в лайве лучше сработают в [SECOND_ENTITY], чем в гандболе, хоккее или [FIRST_ENTITY].
0	Для специальностей, не связанных непосредственно с английским языком, более высокий балл не даст никакого преимущества, и лучше сразу после сдачи ielts/toefl сфокусироваться на gmat (где каждые десять баллов как раз будут иметь огромное значение!).	IELTS	TOEFL			Для специальностей, не связанных непосредственно с английским языком, более высокий балл не даст никакого преимущества, и лучше сразу после сдачи [FIRST_ENTITY]/[SECOND_ENTITY] сфокусироваться на gmat (где каждые десять баллов как раз будут иметь огромное значение!).
0	Canter eco hybrid примерно на 15% экологичнее ближайших дизельных аналогов: гибридный автомобиль официально является самым экономичным грузовиком японии, двухтонная версия потребляет всего 8, 6 литров топлива на 100 км.	гибрид	дизел		экологичн	Canter eco hybrid примерно на 15% экологичнее ближайших [SECOND_ENTITY] аналогов: [FIRST_ENTITY] автомобиль официально является самым экономичным грузовиком японии, двухтонная версия потребляет всего 8, 6 литров топлива на 100 км.
0	Вывод наша гипотеза подтвердилась полезные ресурсы сравнение microsoft windows и linux что лучше, linux или windows?	windows	linux			Вывод наша гипотеза подтвердилась полезные ресурсы сравнение microsoft [FIRST_ENTITY] и [SECOND_ENTITY] что лучше, [SECOND_ENTITY] или [FIRST_ENTITY]?
0	Вывод наша гипотеза подтвердилась полезные ресурсы сравнение microsoft windows и linux что лучше, linux или windows?	linux	Microsoft			Вывод наша гипотеза подтвердилась полезные ресурсы сравнение [SECOND_ENTITY] windows и [FIRST_ENTITY] что лучше, [FIRST_ENTITY] или windows?
0	Лошади умнее, чем мы думаем многие люди, думают, что лошади это простодушные животные без особого интеллекта.	люд	животн			Лошади умнее, чем мы думаем многие [FIRST_ENTITY], думают, что лошади это простодушные [SECOND_ENTITY] без особого интеллекта.
0	Округлые сопки финской лапландии предлагают лыжникам и сноубордистам горнолыжные трассы всех уровней сложности.	лыж	сноуборд		сложн	Округлые сопки финской лапландии предлагают [FIRST_ENTITY] и [SECOND_ENTITY] горнолыжные трассы всех уровней сложности.
2	Php, html, css и javascript обычный html может быть до 20 раз быстрее, чем php.	javascript	html, css			Php, [SECOND_ENTITY] и [FIRST_ENTITY] обычный html может быть до 20 раз быстрее, чем php.
0	Затем каждым из сыновей старого майера ашмеля были, как известно, основаны отделения: в 1798 г. — в лондоне, в 1812 г. — в париже, в 1816 г. — в вене, в 1820 г. — в неаполе.	лондон	париж			Затем каждым из сыновей старого майера ашмеля были, как известно, основаны отделения: в 1798 г. — в [FIRST_ENTITY], в 1812 г. — в [SECOND_ENTITY], в 1816 г. — в вене, в 1820 г. — в неаполе.
0	Сопутствующие 6 лучших сварщиков для начинающих (mig, tig, stick) — лучший выбор в 2021 году вы можете изучить большинство основ сварки за один день.	mig	tig		сварк	Сопутствующие 6 лучших сварщиков для начинающих ([FIRST_ENTITY], [SECOND_ENTITY], stick) — лучший выбор в 2021 году вы можете изучить большинство основ сварки за один день.
2	Другие тесты, вроде времени запуска, производительности в веб и создания контента показали, что windows 8 consumer preview работает быстрее, чем windows 7.	7	8	Windows	производительн	Другие тесты, вроде времени запуска, производительности в веб и создания контента показали, что windows [SECOND_ENTITY] consumer preview работает быстрее, чем windows [FIRST_ENTITY].
0	Согласно ряду исследований, гидрохлоридная форма лучше сочетается с кофеином, поэтому ее часто включают в предтренировочные комплексы.	коф	ча		кофеин	Согласно ряду исследований, гидрохлоридная форма лучше сочетается с [FIRST_ENTITY], поэтому ее [SECOND_ENTITY] включают в предтренировочные комплексы.
0	Средняя сложность спуска позволяет кататься здесь лыжникам и сноубордистам практически всех уровней подготовки, от новичков до профи.	лыж	сноуборд		сложн	Средняя сложность спуска позволяет кататься здесь [FIRST_ENTITY] и [SECOND_ENTITY] практически всех уровней подготовки, от новичков до профи.
